"","NA06993"
"SNP_A-1651210",1.31
"SNP_A-1702667",0.89324683321213
"SNP_A-1659110",1.02975108487633
"SNP_A-1645692",0.932880175247997
"SNP_A-1663309",0.826062074005784
"SNP_A-1669911",0.901557985647825
"SNP_A-1724218",1.10537736693179
"SNP_A-1717817",0.94658017219271
"SNP_A-1672088",1.06771819554493
"SNP_A-1750775",1.00268004655187
"SNP_A-1730260",0.982965108280587
"SNP_A-1678081",1.08345357929741
"SNP_A-1686436",1.08582511352628
"SNP_A-1682055",0.947493034717601
"SNP_A-1685610",0.968933239498094
"SNP_A-1698469",0.925418874682656
"SNP_A-1729573",0.95600140638277
"SNP_A-1730752",0.934097144941713
"SNP_A-1738629",0.912379468873615
"SNP_A-1731049",1.05891233176299
"SNP_A-1692262",0.99816569796562
"SNP_A-1670485",0.953970638437729
"SNP_A-1647290",1.03698219093478
"SNP_A-1697120",1.00477725454846
"SNP_A-1734668",1.03227385947026
"SNP_A-1709303",0.93751066162997
"SNP_A-1663506",1.15621019595910
"SNP_A-1719672",1.07073193286193
"SNP_A-1719786",0.993992907664925
"SNP_A-1719894",1.23438598334874
"SNP_A-1726649",0.918241883884404
"SNP_A-1689987",0.958248585307253
"SNP_A-1722477",0.91588072288251
"SNP_A-1722697",1.42593651788127
"SNP_A-1647919",0.956533688063769
"SNP_A-1648021",1.19473638882644
"SNP_A-1648249",1.07617771987801
"SNP_A-1648369",1.00972024970601
"SNP_A-1648671",0.914704649854684
"SNP_A-1695453",0.970692290284842
"SNP_A-1744369",1.15385724609142
"SNP_A-1729602",0.991161946930786
"SNP_A-1655356",0.90719991351585
"SNP_A-1701111",1.01682294587530
"SNP_A-1745886",1.18147254308871
"SNP_A-1659099",0.896465688675579
"SNP_A-1735162",0.939683711157412
"SNP_A-1707476",0.962126418836823
"SNP_A-1691884",1.22805228870044
"SNP_A-1713756",0.888778761495162
"SNP_A-1642089",2.01827150881943
"SNP_A-1691873",1.93660289186889
"SNP_A-1758974",0.918462191711177
"SNP_A-1723176",1.05303585117745
"SNP_A-1681286",1.13122306410189
"SNP_A-1739244",0.983673350314927
"SNP_A-1739402",0.908439705078157
"SNP_A-1679114",1.03292835293287
"SNP_A-1705323",1.12345291900022
"SNP_A-1670655",0.870001431836584
"SNP_A-1672061",1.13187601804355
"SNP_A-1672175",0.999055991244004
"SNP_A-1701185",1.05475106865666
"SNP_A-1673915",0.86614491020868
"SNP_A-1677675",0.928821959033696
"SNP_A-1744651",1.12839328341332
"SNP_A-1725994",1.32685302545284
"SNP_A-1654243",1.0446920651394
"SNP_A-1731934",0.996700803128889
"SNP_A-1732158",1.00298089010257
"SNP_A-1660285",0.92018252886669
"SNP_A-1720107",0.974479899594592
"SNP_A-1663103",0.889141462902374
"SNP_A-1663209",0.937305363326017
"SNP_A-1714192",0.97196711005425
"SNP_A-1647508",0.965799862107952
"SNP_A-1715095",1.01090998648322
"SNP_A-1721098",0.891053783612678
"SNP_A-1721220",1.04234647805360
"SNP_A-1694697",0.950400890008955
"SNP_A-1688052",0.94209224504801
"SNP_A-1653273",0.966395048329951
"SNP_A-1660566",0.995851525373112
"SNP_A-1736887",1.14978292054889
"SNP_A-1647269",1.09976005594817
"SNP_A-1647425",1.00615388211073
"SNP_A-1647515",1.12804045930797
"SNP_A-1656584",0.843672607487516
"SNP_A-1695655",1.03580929152707
"SNP_A-1700112",1.09938353273759
"SNP_A-1707036",0.97735152756158
"SNP_A-1662614",1.05232086082014
"SNP_A-1709579",1.07291350718864
"SNP_A-1655717",0.93186348218944
"SNP_A-1646835",1.00183413805567
"SNP_A-1647029",1.14892831911304
"SNP_A-1647149",0.985915662017612
"SNP_A-1694029",0.954705597518904
"SNP_A-1680469",0.770418774893214
"SNP_A-1718576",1.12395529466424
"SNP_A-1727989",1.10130822072295
"SNP_A-1732375",2.89
"SNP_A-1667796",1.84
"SNP_A-1647180",2.06
"SNP_A-1743533",1.95
"SNP_A-1656097",1.27
"SNP_A-1729795",1.76
"SNP_A-1734893",1.84
"SNP_A-1662073",1.99
"SNP_A-1752177",2.2
"SNP_A-1669156",2.2
"SNP_A-1712511",1.67
"SNP_A-1650765",1.96
"SNP_A-1685716",1.43
"SNP_A-1657634",2.05
"SNP_A-1712131",2.19
"SNP_A-1703128",1.97
"SNP_A-1715457",3
"SNP_A-1649526",1.71
"SNP_A-1705935",1.66
"SNP_A-1689895",2.22
"SNP_A-1651671",2.56
"SNP_A-1651769",1.74
"SNP_A-1652057",2.3
"SNP_A-1704146",2.11
"SNP_A-1749592",2.02
"SNP_A-1733536",1.59
"SNP_A-1679432",2.1
"SNP_A-1749961",2.39
"SNP_A-1755852",1.77
"SNP_A-1730741",1.59
"SNP_A-1670131",1.98
"SNP_A-1721131",1.81
"SNP_A-1697906",2.2
"SNP_A-1698024",1.87
"SNP_A-1728318",2.05
"SNP_A-1682706",2.24
"SNP_A-1663328",1.99
"SNP_A-1666321",2.22
"SNP_A-1668067",2.13
"SNP_A-1671974",1.8
"SNP_A-1715211",2.42
"SNP_A-1668468",2.02
"SNP_A-1660284",1.77
"SNP_A-1672532",3.11
"SNP_A-1701893",1.97
"SNP_A-1733854",2.75
"SNP_A-1684266",1.67
"SNP_A-1643393",1.65
"SNP_A-1643711",1.64
"SNP_A-1692431",1.51
"SNP_A-1693702",1.61
"SNP_A-1673888",3.61
"SNP_A-1744281",1.84
"SNP_A-1706451",2.13
"SNP_A-1731397",2.22
"SNP_A-1703136",2.2
"SNP_A-1704484",1.74
"SNP_A-1747241",1.83
"SNP_A-1711036",1.93
"SNP_A-1738599",2.02
"SNP_A-1739019",2.02
"SNP_A-1757104",2.34
"SNP_A-1757264",2.75
"SNP_A-1644641",2.14
"SNP_A-1696741",1.55
"SNP_A-1697541",1.73
"SNP_A-1700637",2.48
"SNP_A-1661558",1.76
"SNP_A-1670774",2.51
"SNP_A-1658133",1.78
"SNP_A-1658253",2
"SNP_A-1659928",1.78
"SNP_A-1661843",1.76
"SNP_A-1737051",1.94
"SNP_A-1670762",1.71
"SNP_A-1665291",2.14
"SNP_A-1705408",1.83
"SNP_A-1667098",2.23
"SNP_A-1721374",1.86
"SNP_A-1645465",1.84
"SNP_A-1646887",2.33
"SNP_A-1719799",1.7
"SNP_A-1720599",0.95
"SNP_A-1667828",1.68
"SNP_A-1701254",1.97
"SNP_A-1704586",1.76
"SNP_A-1702831",1.87
"SNP_A-1733936",1.83
"SNP_A-1711849",2.31
"SNP_A-1712034",2.61
"SNP_A-1712140",2.15
"SNP_A-1713531",1.89
"SNP_A-1713713",2.32
"SNP_A-1672902",1.74
"SNP_A-1669815",1.7
"SNP_A-1721031",2.33
"SNP_A-1728663",2.23
"SNP_A-1704877",2.7
"SNP_A-1683994",1.68
"SNP_A-1712379",2.09
"SNP_A-1701957",2.3
"SNP_A-1737697",3.53
"SNP_A-1751901",2.99
"SNP_A-1717631",2.74
"SNP_A-1698662",2.08
"SNP_A-1700599",1.76
"SNP_A-1744299",2.54
"SNP_A-1678022",1.5
"SNP_A-1727929",1.62
"SNP_A-1749472",1.75
"SNP_A-1749552",2.28
"SNP_A-1751144",2.13
"SNP_A-1754931",2.3
"SNP_A-1755033",1.89
"SNP_A-1756604",2.22
"SNP_A-1644019",1.71
"SNP_A-1665476",2.08
"SNP_A-1738406",1.65
"SNP_A-1738779",2.23
"SNP_A-1701701",2.03
"SNP_A-1755068",2.18
"SNP_A-1687019",1.71
"SNP_A-1688379",1.68
"SNP_A-1704682",2
"SNP_A-1704800",3.26
"SNP_A-1706750",1.56
"SNP_A-1732139",1.74
"SNP_A-1719625",2
"SNP_A-1655044",2.53
"SNP_A-1724084",1.39
"SNP_A-1696865",1.58
"SNP_A-1697007",2.37
"SNP_A-1702016",2.07
"SNP_A-1725762",1.44
"SNP_A-1739977",1.72
"SNP_A-1643315",1.58
"SNP_A-1757910",1.75
"SNP_A-1645869",1.68
"SNP_A-1744728",2.08
"SNP_A-1755221",1.46
"SNP_A-1755399",2.23
"SNP_A-1755497",1.91
"SNP_A-1755723",2.15
"SNP_A-1755825",2.15
"SNP_A-1747949",2
"SNP_A-1713608",2.18
"SNP_A-1681667",2.06
"SNP_A-1718615",1.98
"SNP_A-1686565",1.9
"SNP_A-1693520",1.98
"SNP_A-1693770",2.03
"SNP_A-1742366",1.47
"SNP_A-1742794",2
"SNP_A-1744352",1.76
"SNP_A-1744616",1.2
"SNP_A-1744784",1.4
"SNP_A-1677927",2.45
"SNP_A-1668426",2.32
"SNP_A-1737396",2.41
"SNP_A-1746295",1.99
"SNP_A-1746485",1.64
"SNP_A-1710934",2.1
"SNP_A-1741591",1.6
"SNP_A-1742897",1.54
"SNP_A-1747788",1.61
"SNP_A-1752662",1.83
"SNP_A-1677337",1.54
"SNP_A-1727254",1.25
"SNP_A-1644794",1.34
"SNP_A-1726444",1.79
"SNP_A-1696030",1.93
"SNP_A-1644404",2.23
"SNP_A-1690798",2.46
"SNP_A-1714831",2.44
"SNP_A-1756184",2.64
"SNP_A-1732921",2.06
"SNP_A-1740070",1.71
"SNP_A-1752183",1.83
"SNP_A-1654105",1.67
"SNP_A-1665200",1.86
"SNP_A-1730793",1.84
"SNP_A-1648024",1.64
"SNP_A-1750511",1.43
"SNP_A-1733680",1.63
"SNP_A-1716223",1.7
"SNP_A-1646744",2
"SNP_A-1706663",1.84
"SNP_A-1654041",1.84
"SNP_A-1710087",1.69
"SNP_A-1679705",2.33
"SNP_A-1728866",2.14
"SNP_A-1732028",1.85
"SNP_A-1732210",2.01
"SNP_A-1757665",1.98
"SNP_A-1657689",1.67
"SNP_A-1668389",1.48
"SNP_A-1713537",2.05
"SNP_A-1713795",1.7
"SNP_A-1726295",1.96
"SNP_A-1718771",2.21
"SNP_A-1646633",2.17
"SNP_A-1692634",1.8
"SNP_A-1755210",1.85
"SNP_A-1666856",2.38
"SNP_A-1688547",1.83
"SNP_A-1690012",1.61
"SNP_A-1695298",2.22
"SNP_A-1744336",1.64
"SNP_A-1753052",1.34
"SNP_A-1711434",1.81
"SNP_A-1711310",1.75
"SNP_A-1696199",3.03
"SNP_A-1734769",2.28
"SNP_A-1734927",2.3
"SNP_A-1735029",9.03
"SNP_A-1649732",1.88
"SNP_A-1667062",2.25
"SNP_A-1686718",2.84
"SNP_A-1753909",3.07
"SNP_A-1682224",2.36
"SNP_A-1737183",2.32
"SNP_A-1672766",2.48
"SNP_A-1737528",2.12
"SNP_A-1720277",1.67
"SNP_A-1704307",3.02
"SNP_A-1743665",2.41
"SNP_A-1739524",1.94
"SNP_A-1740842",1.65
"SNP_A-1666733",1.7
"SNP_A-1724018",2.1
"SNP_A-1677496",1.9
"SNP_A-1724510",1.4
"SNP_A-1721274",2.21
"SNP_A-1721384",2.07
"SNP_A-1725143",2.88
"SNP_A-1659157",2.05
"SNP_A-1652460",2.11
"SNP_A-1729404",2.55
"SNP_A-1740455",1.93
"SNP_A-1727687",2.39
"SNP_A-1755079",1.55
"SNP_A-1677459",1.78
"SNP_A-1711931",2.21
"SNP_A-1669608",1.97
"SNP_A-1683913",2.67
"SNP_A-1747953",1.95
"SNP_A-1717861",1.86
"SNP_A-1677853",2.28
"SNP_A-1723207",1.38
"SNP_A-1684148",1.6
"SNP_A-1660928",2.02
"SNP_A-1745102",1.66
"SNP_A-1676113",1.63
"SNP_A-1678127",1.63
"SNP_A-1689920",1.8
"SNP_A-1690224",1.97
"SNP_A-1737677",2.57
"SNP_A-1709803",1.7
"SNP_A-1646248",1.2
"SNP_A-1670098",1.99
"SNP_A-1733984",1.73
"SNP_A-1656625",2.3
"SNP_A-1679207",1.78
"SNP_A-1722897",1.96
"SNP_A-1749639",1.4
"SNP_A-1651962",2.3
"SNP_A-1649810",2.38
"SNP_A-1687566",2.26
"SNP_A-1718971",1.74
"SNP_A-1672673",2.57
"SNP_A-1712778",1.72
"SNP_A-1746408",2.47
"SNP_A-1743091",2.44
"SNP_A-1716565",2.21
"SNP_A-1723695",1.65
"SNP_A-1723847",1.59
"SNP_A-1723939",2.12
"SNP_A-1724077",1.94
"SNP_A-1697659",2.86
"SNP_A-1661258",2.27
"SNP_A-1669907",2.21
"SNP_A-1644332",2.49
"SNP_A-1726532",2.08
"SNP_A-1759005",2.46
"SNP_A-1651575",2.51
"SNP_A-1651687",2.65
"SNP_A-1652897",2.35
"SNP_A-1653053",2.21
"SNP_A-1653239",2.85
"SNP_A-1653339",3.06
"SNP_A-1658735",1.82
"SNP_A-1660466",1.52
"SNP_A-1662343",2
"SNP_A-1706130",1.64
"SNP_A-1707652",1.91
"SNP_A-1707867",1.95
"SNP_A-1749035",2.18
"SNP_A-1673784",2.71
"SNP_A-1754576",1.75
"SNP_A-1713210",2
"SNP_A-1725930",1.82
"SNP_A-1656656",1.65
"SNP_A-1672439",2.48
"SNP_A-1672561",2.59
"SNP_A-1755046",1.84
"SNP_A-1674408",2.1
"SNP_A-1674518",1.83
"SNP_A-1675943",1.87
"SNP_A-1676059",2.22
"SNP_A-1676371",1.82
"SNP_A-1719847",1.4
"SNP_A-1732531",1.89
"SNP_A-1683464",1.85
"SNP_A-1670158",1.77
"SNP_A-1664576",2.6
"SNP_A-1672832",1.84
"SNP_A-1666424",2.5
"SNP_A-1652104",1.35
"SNP_A-1659574",2.14
"SNP_A-1718659",2.93
"SNP_A-1660552",2.04
"SNP_A-1689542",1.99
"SNP_A-1669003",2.01
"SNP_A-1739727",2.17
"SNP_A-1718824",2.34
"SNP_A-1709075",2.14
"SNP_A-1743675",1.71
"SNP_A-1758530",1.57
"SNP_A-1701485",1.48
"SNP_A-1652828",2.16
"SNP_A-1643025",2.49
"SNP_A-1646176",1.85
"SNP_A-1662873",1.87
"SNP_A-1738857",1.95
"SNP_A-1657090",1.79
"SNP_A-1697354",2.01
"SNP_A-1712880",1.8
"SNP_A-1659451",2.01
"SNP_A-1659675",2.59
"SNP_A-1704722",1.52
"SNP_A-1710164",1.69
"SNP_A-1709433",1.97
"SNP_A-1675804",1.36
"SNP_A-1642808",1.65
"SNP_A-1642978",1.94
"SNP_A-1702450",1.97
"SNP_A-1690443",1.88
"SNP_A-1730575",2.04
"SNP_A-1723568",1.99
"SNP_A-1649670",1.9
"SNP_A-1668473",1.92
"SNP_A-1668774",2.05
"SNP_A-1672397",1.88
"SNP_A-1715848",1.88
"SNP_A-1680988",1.92
"SNP_A-1723401",2.42
"SNP_A-1755302",2.07
"SNP_A-1649987",1.84
"SNP_A-1684622",1.83
"SNP_A-1699241",2.28
"SNP_A-1750423",2.3
"SNP_A-1686400",2.41
"SNP_A-1663048",2.08
"SNP_A-1700447",2.2
"SNP_A-1653232",2.19
"SNP_A-1702606",1.65
"SNP_A-1669611",1.46
"SNP_A-1756206",1.35
"SNP_A-1742752",1.51
"SNP_A-1742966",2.01
"SNP_A-1744536",2.86
"SNP_A-1647408",1.83
"SNP_A-1753650",1.51
"SNP_A-1684631",2.07
"SNP_A-1684997",1.75
"SNP_A-1688357",1.75
"SNP_A-1692007",2.08
"SNP_A-1693896",1.62
"SNP_A-1680204",2.2
"SNP_A-1748203",1.99
"SNP_A-1671242",1.3
"SNP_A-1686108",2.62
"SNP_A-1724244",1.75
"SNP_A-1725791",1.53
"SNP_A-1716131",2.15
"SNP_A-1710585",1.88
"SNP_A-1712776",1.78
"SNP_A-1712898",1.95
"SNP_A-1714209",1.76
"SNP_A-1714333",1.98
"SNP_A-1665194",1.14
"SNP_A-1687978",1.26
"SNP_A-1666566",1.66
"SNP_A-1656360",1.73
"SNP_A-1687210",1.97
"SNP_A-1748366",2.06
"SNP_A-1691382",2.02
"SNP_A-1753518",1.97
"SNP_A-1758317",2.09
"SNP_A-1691491",2.16
"SNP_A-1727088",2.28
"SNP_A-1754222",1.4
"SNP_A-1700911",1.98
"SNP_A-1736160",2.24
"SNP_A-1738319",2.29
"SNP_A-1739610",1.89
"SNP_A-1739764",2.17
"SNP_A-1688544",1.91
"SNP_A-1719927",2.19
"SNP_A-1687440",2.33
"SNP_A-1714792",1.96
"SNP_A-1714892",1.89
"SNP_A-1714695",2.11
"SNP_A-1645779",1.85
"SNP_A-1732716",2.54
"SNP_A-1642387",2.12
"SNP_A-1693001",2.3
"SNP_A-1701622",1.98
"SNP_A-1701742",2.16
"SNP_A-1701930",1.77
"SNP_A-1702054",1.28
"SNP_A-1750680",1.55
"SNP_A-1757636",1.99
"SNP_A-1716877",1.47
"SNP_A-1690530",1.56
"SNP_A-1693940",1.71
"SNP_A-1659470",2.18
"SNP_A-1724766",2.38
"SNP_A-1674665",2.47
"SNP_A-1697558",1.84
"SNP_A-1720135",1.34
"SNP_A-1743207",2.18
"SNP_A-1669209",2.47
"SNP_A-1723522",2.85
"SNP_A-1695673",2.87
"SNP_A-1725378",1.64
"SNP_A-1691458",2.51
"SNP_A-1752427",2.41
"SNP_A-1668634",1.74
"SNP_A-1699203",2.01
"SNP_A-1725208",2.5
"SNP_A-1708214",1.59
"SNP_A-1673037",2.11
"SNP_A-1676661",1.85
"SNP_A-1696250",2.28
"SNP_A-1643752",2.45
"SNP_A-1708455",2.24
"SNP_A-1708557",2.15
"SNP_A-1758888",2.8
"SNP_A-1750133",1.56
"SNP_A-1703751",2.33
"SNP_A-1743932",1.88
"SNP_A-1723180",1.79
"SNP_A-1690797",2.13
"SNP_A-1748216",1.66
"SNP_A-1697633",2.38
"SNP_A-1683145",2.46
"SNP_A-1684603",2.1
"SNP_A-1684743",2.32
"SNP_A-1716971",2.18
"SNP_A-1678284",1.53
"SNP_A-1745512",1.41
"SNP_A-1729018",1.96
"SNP_A-1740704",1.97
"SNP_A-1664975",2.15
"SNP_A-1669904",1.84
"SNP_A-1670022",1.73
"SNP_A-1670407",1.88
"SNP_A-1719384",2.13
"SNP_A-1743371",2
"SNP_A-1691580",2.08
"SNP_A-1724691",1.16
"SNP_A-1678924",1.27
"SNP_A-1751927",1.36
"SNP_A-1702839",2.29
"SNP_A-1657219",1.94
"SNP_A-1752270",2.28
"SNP_A-1690632",2.31
"SNP_A-1690738",2.18
"SNP_A-1690853",2.26
"SNP_A-1699502",1.57
"SNP_A-1694745",2.42
"SNP_A-1750082",1.77
"SNP_A-1750190",1.98
"SNP_A-1755407",1.8
"SNP_A-1755671",1.87
"SNP_A-1678023",2.07
"SNP_A-1747385",2.32
"SNP_A-1747129",2.63
"SNP_A-1755732",2.24
"SNP_A-1731856",1.93
"SNP_A-1731974",2.23
"SNP_A-1732138",2.22
"SNP_A-1693691",1.57
"SNP_A-1671659",2.36
"SNP_A-1649844",1.95
"SNP_A-1693651",2.54
"SNP_A-1684173",1.84
"SNP_A-1685667",2.57
"SNP_A-1742079",3.65
"SNP_A-1735564",2.21
"SNP_A-1735061",1.81
"SNP_A-1736522",1.57
"SNP_A-1715369",2.04
"SNP_A-1756481",2.22
"SNP_A-1740553",2.29
"SNP_A-1744203",2.37
"SNP_A-1750089",1.84
"SNP_A-1748981",2.41
"SNP_A-1657957",1.88
"SNP_A-1668175",2.62
"SNP_A-1715299",2.67
"SNP_A-1642537",2.46
"SNP_A-1743623",2.16
"SNP_A-1716193",2.73
"SNP_A-1662344",1.91
"SNP_A-1703500",1.86
"SNP_A-1749783",1.51
"SNP_A-1691220",2.08
"SNP_A-1722478",1.67
"SNP_A-1672668",2.27
"SNP_A-1683844",1.87
"SNP_A-1695276",1.93
"SNP_A-1695640",2.1
"SNP_A-1700547",2.17
"SNP_A-1704503",1.96
"SNP_A-1690791",2.31
"SNP_A-1683318",2.39
"SNP_A-1691067",2.85
"SNP_A-1644996",2.16
"SNP_A-1731823",2.82
"SNP_A-1738542",2.4
"SNP_A-1712433",1.75
"SNP_A-1733232",2.14
"SNP_A-1674732",1.96
"SNP_A-1643319",2.22
"SNP_A-1680085",1.96
"SNP_A-1681539",2.18
"SNP_A-1722787",3.06
"SNP_A-1703345",1.39
"SNP_A-1724701",2
"SNP_A-1748349",2.63
"SNP_A-1743329",3.25
"SNP_A-1677436",2.35
"SNP_A-1722234",1.45
"SNP_A-1669609",2.03
"SNP_A-1747040",2.12
"SNP_A-1696862",1.74
"SNP_A-1650182",2.31
"SNP_A-1683621",1.33
"SNP_A-1696334",1.87
"SNP_A-1738459",2.28
"SNP_A-1679335",1.98
"SNP_A-1679461",2.31
"SNP_A-1680781",1.93
"SNP_A-1737383",2.16
"SNP_A-1676694",1.61
"SNP_A-1686327",2.02
"SNP_A-1689990",1.81
"SNP_A-1731808",2.58
"SNP_A-1656355",1.93
"SNP_A-1675866",2.98
"SNP_A-1646802",1.84
"SNP_A-1684830",2.34
"SNP_A-1671257",2.31
"SNP_A-1697204",2.37
"SNP_A-1678389",2.33
"SNP_A-1653684",1.87
"SNP_A-1660803",1.44
"SNP_A-1693409",1.87
"SNP_A-1740051",1.89
"SNP_A-1729325",1.81
"SNP_A-1733053",1.9
"SNP_A-1734411",1.82
"SNP_A-1734583",1.91
"SNP_A-1734693",2.03
"SNP_A-1734809",2.11
"SNP_A-1713946",1.7
"SNP_A-1697831",2.53
"SNP_A-1664442",1.96
"SNP_A-1657504",1.5
"SNP_A-1745051",1.58
"SNP_A-1716574",1.48
"SNP_A-1723755",1.9
"SNP_A-1693761",2.72
"SNP_A-1694299",2.35
"SNP_A-1664546",3.38
"SNP_A-1651742",2.62
"SNP_A-1656424",1.91
"SNP_A-1658025",2.27
"SNP_A-1682631",1.74
"SNP_A-1725498",1.96
"SNP_A-1691503",1.61
"SNP_A-1693261",1.71
"SNP_A-1694724",2.13
"SNP_A-1694858",1.95
"SNP_A-1695070",2.61
"SNP_A-1695166",1.93
"SNP_A-1733647",1.97
"SNP_A-1733773",2.39
"SNP_A-1743578",1.93
"SNP_A-1743734",1.4
"SNP_A-1743848",2.28
"SNP_A-1744162",2.16
"SNP_A-1725188",2.34
"SNP_A-1727761",2.94
"SNP_A-1663926",2.37
"SNP_A-1729699",1.65
"SNP_A-1729997",2.59
"SNP_A-1671720",1.98
"SNP_A-1650854",1.9
"SNP_A-1733009",1.48
"SNP_A-1710353",1.63
"SNP_A-1693605",1.78
"SNP_A-1724500",1.76
"SNP_A-1741574",1.18
"SNP_A-1707011",1.24
"SNP_A-1679987",2.18
"SNP_A-1680233",1.7
"SNP_A-1686772",1.28
"SNP_A-1693937",2.19
"SNP_A-1742493",2.56
"SNP_A-1646660",2.23
"SNP_A-1732475",1.69
"SNP_A-1732595",1.82
"SNP_A-1735777",2.66
"SNP_A-1747141",1.99
"SNP_A-1717698",1.82
"SNP_A-1664269",2.3
"SNP_A-1707626",1.72
"SNP_A-1708037",1.83
"SNP_A-1730479",1.35
"SNP_A-1739410",2.66
"SNP_A-1739502",2.12
"SNP_A-1732197",1.87
"SNP_A-1670921",2.2
"SNP_A-1709547",2.54
"SNP_A-1679010",1.64
"SNP_A-1713620",1.65
"SNP_A-1701203",1.21
"SNP_A-1662509",1.64
"SNP_A-1676711",2.76
"SNP_A-1653233",2.14
"SNP_A-1752083",2.23
"SNP_A-1690251",2.09
"SNP_A-1687796",2.99
"SNP_A-1735851",1.26
"SNP_A-1667978",1.94
"SNP_A-1738737",1.76
"SNP_A-1658790",1.66
"SNP_A-1724452",1.59
"SNP_A-1660092",1.71
"SNP_A-1676030",2.14
"SNP_A-1685094",1.92
"SNP_A-1667325",1.88
"SNP_A-1704801",2.45
"SNP_A-1758846",1.81
"SNP_A-1716430",3.11
"SNP_A-1717782",2.93
"SNP_A-1717898",2.74
"SNP_A-1649033",2.52
"SNP_A-1649157",2.39
"SNP_A-1649257",2.47
"SNP_A-1699974",1.77
"SNP_A-1739621",1.32
"SNP_A-1672326",1.43
"SNP_A-1669402",1.81
"SNP_A-1722309",1.49
"SNP_A-1725651",1.78
"SNP_A-1665117",1.85
"SNP_A-1665221",1.83
"SNP_A-1665365",1.75
"SNP_A-1666925",1.37
"SNP_A-1668942",1.55
"SNP_A-1669056",1.73
"SNP_A-1669234",1.63
"SNP_A-1647582",2.21
"SNP_A-1650190",2.3
"SNP_A-1728674",2.12
"SNP_A-1733422",2.51
"SNP_A-1659187",2.02
"SNP_A-1659401",1.96
"SNP_A-1715134",2.03
"SNP_A-1715256",1.84
"SNP_A-1656916",1.87
"SNP_A-1657006",1.5
"SNP_A-1706028",1.99
"SNP_A-1707338",1.85
"SNP_A-1709578",2.31
"SNP_A-1710935",1.43
"SNP_A-1754735",1.43
"SNP_A-1755017",1.84
"SNP_A-1643875",1.99
"SNP_A-1644011",1.83
"SNP_A-1644167",2.51
"SNP_A-1706719",1.71
"SNP_A-1646668",1.33
"SNP_A-1689800",1.47
"SNP_A-1694221",1.62
"SNP_A-1705362",1.89
"SNP_A-1705474",1.98
"SNP_A-1718130",1.66
"SNP_A-1718256",2.47
"SNP_A-1727073",1.4
"SNP_A-1704411",1.73
"SNP_A-1643686",1.41
"SNP_A-1662811",2.02
"SNP_A-1720477",1.81
"SNP_A-1713727",2.24
"SNP_A-1713847",2.23
"SNP_A-1658993",1.93
"SNP_A-1701425",2.15
"SNP_A-1702592",2.25
"SNP_A-1740295",1.91
"SNP_A-1649051",1.92
"SNP_A-1710608",3.03
"SNP_A-1741905",1.75
"SNP_A-1726728",1.95
"SNP_A-1744525",1.55
"SNP_A-1743795",2.4
"SNP_A-1654347",2.05
"SNP_A-1690331",1.82
"SNP_A-1667160",2.12
"SNP_A-1747056",1.93
"SNP_A-1747386",2.42
"SNP_A-1752694",2.6
"SNP_A-1754597",1.77
"SNP_A-1754845",2.32
"SNP_A-1658267",1.97
"SNP_A-1663551",2.21
"SNP_A-1663681",2.43
"SNP_A-1696406",2.41
"SNP_A-1710791",1.23
"SNP_A-1642237",2.41
"SNP_A-1672164",1.69
"SNP_A-1693046",2.9
"SNP_A-1725582",2.83
"SNP_A-1699078",1.99
"SNP_A-1699336",1.82
"SNP_A-1699442",1.76
"SNP_A-1694635",1.3
"SNP_A-1755297",2.3
"SNP_A-1646483",2.28
"SNP_A-1685256",2.02
"SNP_A-1716291",1.89
"SNP_A-1649681",2.03
"SNP_A-1671338",2.06
"SNP_A-1719723",1.21
"SNP_A-1678068",1.97
"SNP_A-1643189",2.66
"SNP_A-1753879",2.37
"SNP_A-1700546",2.85
"SNP_A-1698389",2.09
"SNP_A-1748784",1.86
"SNP_A-1643432",1.84
"SNP_A-1685343",2.06
"SNP_A-1688977",2.32
"SNP_A-1724686",2.83
"SNP_A-1689177",1.57
"SNP_A-1743521",1.72
"SNP_A-1706153",1.91
"SNP_A-1681285",2.27
"SNP_A-1684609",2.5
"SNP_A-1642785",1.74
"SNP_A-1718620",2.35
"SNP_A-1716857",1.87
"SNP_A-1647585",1.84
"SNP_A-1647819",1.93
"SNP_A-1704499",1.85
"SNP_A-1680822",1.8
"SNP_A-1650942",2.05
"SNP_A-1707054",2.11
"SNP_A-1708533",1.91
"SNP_A-1651978",1.99
"SNP_A-1674893",1.85
"SNP_A-1641921",1.86
"SNP_A-1661762",2.14
"SNP_A-1741903",2.2
"SNP_A-1650585",1.6
"SNP_A-1672146",1.28
"SNP_A-1729021",1.86
"SNP_A-1736187",2.17
"SNP_A-1674845",2.19
"SNP_A-1669203",1.44
"SNP_A-1740037",1.91
"SNP_A-1728987",1.83
"SNP_A-1672431",1.87
"SNP_A-1672699",1.45
"SNP_A-1672811",2.03
"SNP_A-1751585",2.61
"SNP_A-1737505",2.27
"SNP_A-1706061",2.81
"SNP_A-1715869",2.57
"SNP_A-1679689",2.69
"SNP_A-1735692",2.59
"SNP_A-1707043",2.13
"SNP_A-1646525",1.99
"SNP_A-1666540",1.77
"SNP_A-1694896",2.48
"SNP_A-1695026",2.46
"SNP_A-1686744",1.92
"SNP_A-1732243",1.55
"SNP_A-1687764",2.35
"SNP_A-1752366",2.2
"SNP_A-1741777",1.75
"SNP_A-1726426",1.5
